brand,year,engine_size,fuel_type,transmission,mileage,condition,price,model
BMW,2021,3.8,Hybrid,Manual,116475,Like New,25126.6,X3
Audi,2021,1.8,Hybrid,Manual,50151,Like New,10605.99,A4
Tesla,2009,4.6,Electric,Manual,67384,New,56059.47,Model X
Mercedes,2020,4.0,Electric,Automatic,33541,Used,18546.7,E-Class
Audi,2011,4.7,Diesel,Manual,72847,Like New,22795.31,A3
Ford,2014,4.8,Hybrid,Manual,218171,Like New,89696.22,Focus
Audi,2020,5.9,Petrol,Manual,211811,Like New,5703.33,Q5
Mercedes,2009,3.9,Petrol,Automatic,213739,New,82597.9,C-Class
Honda,2013,2.7,Diesel,Automatic,167813,Like New,54110.32,Fit
Ford,2012,4.2,Petrol,Automatic,99919,New,58132.97,Fiesta
Honda,2004,1.3,Diesel,Automatic,216746,New,68817.96,CR-V
Toyota,2005,5.5,Electric,Automatic,194020,Used,45987.27,Corolla
Honda,2023,1.6,Hybrid,Manual,61768,Like New,15983.13,Fit
Toyota,2001,2.6,Diesel,Automatic,43262,New,14767.92,RAV4
Toyota,2021,5.1,Petrol,Automatic,20605,Like New,76664.41,Corolla
Honda,2016,4.0,Diesel,Manual,78590,Used,25998.34,CR-V
Ford,2003,3.0,Electric,Automatic,290375,Used,7669.66,Fiesta
Mercedes,2013,3.4,Petrol,Manual,79397,New,98063.32,GLC
Audi,2009,5.3,Electric,Automatic,77123,Used,98137.19,Q7
Audi,2002,2.7,Electric,Manual,275659,Used,40923.43,A3
Mercedes,2002,5.3,Diesel,Manual,278744,Used,7424.77,C-Class
Tesla,2014,1.4,Electric,Automatic,158964,Like New,74090.14,Model S
Tesla,2005,4.9,Petrol,Automatic,168767,Like New,83946.15,Model X
Toyota,2016,5.2,Electric,Manual,135501,New,16876.3,Camry
Toyota,2011,1.9,Electric,Manual,135678,New,17868.57,Corolla
Ford,2021,3.2,Diesel,Manual,114380,Used,83111.28,Mustang
BMW,2019,1.8,Electric,Manual,171206,Used,92581.2,5 Series
Honda,2023,4.5,Hybrid,Manual,156547,New,80121.71,Fit
Toyota,2010,3.7,Diesel,Manual,152802,Used,24070.77,Prius
Audi,2003,4.2,Diesel,Manual,152185,New,44094.52,A3
Ford,2005,2.0,Petrol,Automatic,151083,Like New,62080.03,Fiesta
Honda,2000,2.1,Petrol,Manual,55746,Used,20227.88,Fit
Ford,2019,1.2,Petrol,Automatic,173925,Used,25007.24,Explorer
Honda,2022,2.6,Petrol,Automatic,298962,Used,31874.18,Civic
Honda,2015,3.8,Hybrid,Manual,168393,Like New,53403.76,CR-V
Mercedes,2014,5.3,Diesel,Manual,283453,Like New,53526.46,GLA
Toyota,2016,4.3,Electric,Automatic,290320,Used,82357.98,Camry
Ford,2007,3.2,Petrol,Manual,68879,New,76535.97,Mustang
Ford,2011,5.8,Petrol,Manual,67592,Like New,91804.89,Focus
Mercedes,2021,4.6,Petrol,Automatic,220084,Used,84125.66,GLC
Audi,2020,5.7,Electric,Automatic,197494,Used,29118.37,A3
Audi,2009,3.6,Petrol,Automatic,270728,Like New,36473.19,Q5
Tesla,2014,2.3,Electric,Manual,124555,New,52540.21,Model 3
Toyota,2008,1.3,Diesel,Manual,18830,Used,6355.76,RAV4
Toyota,2001,4.6,Diesel,Automatic,216897,New,90870.69,Corolla
BMW,2004,1.6,Diesel,Manual,252234,New,9212.7,5 Series
Mercedes,2005,2.5,Hybrid,Automatic,265735,Like New,35631.92,GLA
Audi,2006,3.7,Electric,Manual,93878,Used,59071.61,A3
Honda,2020,3.8,Petrol,Automatic,125407,Used,54194.93,Civic
Ford,2000,4.0,Petrol,Manual,116869,New,67173.69,Fiesta
Toyota,2022,1.8,Petrol,Automatic,257716,Like New,55114.42,Camry
Ford,2006,2.9,Petrol,Manual,283539,Like New,26755.14,Explorer
Ford,2019,4.1,Hybrid,Manual,16738,Like New,24102.43,Fiesta
BMW,2011,5.8,Petrol,Automatic,133703,New,91188.47,X3
Audi,2015,4.6,Hybrid,Manual,148977,New,30076.84,Q7
Toyota,2015,5.6,Electric,Manual,19056,Used,31692.84,Corolla
Ford,2010,4.8,Diesel,Automatic,240746,Like New,44230.53,Focus
Toyota,2020,4.0,Petrol,Manual,115316,New,18246.64,Prius
Honda,2003,2.0,Diesel,Manual,166519,Like New,53190.92,Fit
BMW,2012,4.3,Electric,Manual,54418,New,68178.02,X3
Honda,2006,4.1,Electric,Automatic,299334,Used,79670.05,CR-V
Toyota,2003,4.0,Petrol,Automatic,26014,Like New,72588.15,Corolla
Tesla,2014,3.4,Electric,Automatic,204071,New,19025.42,Model S
Toyota,2018,3.6,Diesel,Automatic,238989,Like New,48326.38,RAV4
Audi,2008,2.7,Petrol,Automatic,181350,New,8665.69,A3
Ford,2010,3.6,Hybrid,Manual,263924,New,6690.81,Fiesta
Ford,2007,2.0,Petrol,Manual,190330,New,46812.39,Mustang
Honda,2000,5.0,Diesel,Automatic,42192,Like New,29031.25,Accord
BMW,2022,1.9,Petrol,Manual,43923,New,69919.28,3 Series
Tesla,2023,1.4,Petrol,Manual,89196,Used,73802.87,Model X
Mercedes,2007,3.2,Diesel,Manual,2395,Like New,90063.35,GLC
Ford,2012,4.3,Petrol,Manual,228456,Used,77264.84,Fiesta
Audi,2021,3.2,Petrol,Automatic,71028,Used,9583.19,A4
Honda,2003,2.4,Diesel,Automatic,242463,Like New,40304.19,CR-V
Honda,2007,3.8,Electric,Manual,141056,New,30937.22,Accord
Mercedes,2002,2.7,Diesel,Manual,203400,Used,41682.58,E-Class
Audi,2008,5.7,Petrol,Automatic,255315,Like New,20207.19,Q5
BMW,2001,5.6,Hybrid,Manual,289068,New,14281.89,3 Series
Audi,2001,3.5,Hybrid,Manual,294721,Like New,54493.53,Q7
BMW,2012,2.6,Diesel,Manual,138783,Like New,73436.22,X3
Audi,2014,4.7,Hybrid,Automatic,85548,Like New,71681.54,A4
Audi,2022,1.2,Petrol,Automatic,257288,New,47839.71,Q5
Toyota,2011,3.4,Petrol,Manual,125093,Used,54616.5,Prius
Honda,2003,2.7,Diesel,Manual,235835,Used,54051.23,Accord
Audi,2007,5.6,Petrol,Manual,206084,Like New,70699.19,Q5
Mercedes,2008,1.1,Electric,Manual,270398,Like New,9552.89,GLA
Audi,2022,3.8,Petrol,Manual,229027,New,72440.13,A4
Ford,2004,4.7,Diesel,Manual,208072,Like New,60309.09,Mustang
Honda,2023,3.4,Electric,Automatic,248029,Like New,23820.33,Accord
Ford,2019,1.4,Electric,Automatic,209047,Like New,9660.59,Mustang
Honda,2017,5.9,Hybrid,Manual,130509,Used,15310.14,CR-V
Ford,2010,3.6,Petrol,Automatic,237784,Like New,54845.68,Fiesta
Audi,2014,4.1,Diesel,Manual,295107,Used,77048.81,A4
Audi,2021,2.2,Hybrid,Manual,3273,New,36792.44,A3
Toyota,2008,3.4,Hybrid,Automatic,15330,New,41016.77,Prius
Mercedes,2016,3.1,Petrol,Automatic,152566,Used,93743.91,E-Class
Ford,2011,1.4,Petrol,Manual,76422,Used,25236.24,Focus
BMW,2006,1.5,Diesel,Manual,3212,Used,14856.2,5 Series
Toyota,2009,5.2,Hybrid,Automatic,232131,Used,37623.96,RAV4
Ford,2009,2.2,Diesel,Automatic,87594,Like New,75862.6,Mustang
Ford,2012,2.0,Hybrid,Manual,132152,Used,64477.34,Mustang
Toyota,2018,3.5,Hybrid,Manual,294819,Used,44500.57,Prius
Audi,2010,4.8,Hybrid,Manual,22007,Used,96651.49,Q5
Ford,2012,1.3,Petrol,Automatic,113805,Like New,74824.66,Explorer
Audi,2020,3.9,Hybrid,Manual,95815,Like New,10876.84,A4
Toyota,2007,1.6,Hybrid,Automatic,262783,Like New,75739.99,Camry
Audi,2007,1.2,Hybrid,Manual,78038,New,7283.66,A4
Honda,2003,1.3,Electric,Automatic,265880,Like New,66780.72,Accord
BMW,2014,5.2,Petrol,Automatic,253506,Used,24995.87,5 Series
Tesla,2010,1.6,Electric,Automatic,16473,Like New,71162.01,Model S
Ford,2010,1.2,Petrol,Automatic,128771,Like New,34429.06,Focus
Mercedes,2000,3.2,Diesel,Manual,125801,Used,87935.6,GLC
BMW,2016,5.2,Electric,Automatic,86623,Like New,37006.81,X3
Tesla,2014,2.3,Diesel,Automatic,225097,New,63871.11,Model S
Audi,2019,3.1,Hybrid,Automatic,298964,Like New,32163.12,A4
Ford,2005,1.2,Diesel,Manual,215933,New,92136.05,Fiesta
Audi,2023,3.2,Diesel,Manual,196879,New,79194.62,Q5
Honda,2021,3.9,Diesel,Manual,280558,New,28113.77,Fit
Toyota,2014,3.9,Diesel,Manual,24220,Used,95135.69,RAV4
Ford,2008,2.7,Petrol,Manual,60531,Like New,38929.97,Focus
Tesla,2013,2.6,Electric,Manual,173497,New,66927.17,Model X
Tesla,2017,1.5,Petrol,Automatic,9387,New,75571.06,Model Y
Honda,2016,2.8,Petrol,Automatic,245752,Like New,7175.71,Fit
Honda,2017,1.5,Petrol,Automatic,76815,Used,96101.9,Fit
Ford,2004,4.8,Diesel,Manual,27584,Used,37721.92,Explorer
Audi,2019,5.8,Petrol,Automatic,44783,New,23028.99,Q7
Mercedes,2019,5.9,Electric,Automatic,170881,Used,85817.24,E-Class
Tesla,2008,5.3,Petrol,Manual,185399,Like New,71775.43,Model Y
Tesla,2010,4.0,Hybrid,Automatic,124494,Used,13240.61,Model S
Honda,2023,4.5,Diesel,Manual,115814,Like New,16119.24,Civic
BMW,2021,2.4,Hybrid,Automatic,250139,New,72943.23,X3
Honda,2000,4.2,Electric,Manual,141929,Like New,12104.41,CR-V
Mercedes,2017,3.3,Electric,Manual,173333,New,92131.67,E-Class
Audi,2005,3.4,Electric,Manual,246509,Like New,75446.31,Q5
Audi,2001,4.8,Electric,Automatic,13580,Like New,36871.76,A3
BMW,2014,2.4,Petrol,Automatic,18240,Used,39479.18,X3
Tesla,2020,2.6,Diesel,Manual,254351,Like New,53117.13,Model 3
Honda,2013,5.6,Electric,Manual,254271,New,39292.09,Civic
Audi,2004,1.3,Hybrid,Automatic,80974,Like New,79429.51,Q7
Mercedes,2005,3.4,Electric,Automatic,73401,New,97600.01,C-Class
Ford,2005,5.6,Diesel,Manual,213165,New,60529.54,Explorer
Toyota,2021,4.1,Hybrid,Automatic,164340,Like New,47373.55,RAV4
Toyota,2017,3.7,Hybrid,Automatic,265790,Used,26163.54,Prius
Toyota,2013,2.2,Hybrid,Automatic,186443,Like New,67076.17,RAV4
Tesla,2009,2.7,Petrol,Manual,248123,Like New,70129.8,Model X
Honda,2013,5.3,Electric,Manual,89460,Used,70093.11,Fit
BMW,2012,3.8,Petrol,Automatic,51048,New,7563.58,5 Series
Audi,2002,3.6,Hybrid,Manual,206518,Like New,90416.6,A3
Ford,2005,1.5,Petrol,Automatic,132850,Used,37120.12,Focus
Mercedes,2007,1.1,Petrol,Automatic,211912,Used,75695.75,GLA
Ford,2011,5.8,Petrol,Manual,266891,New,77181.66,Focus
Mercedes,2012,2.9,Electric,Manual,45,Used,66802.72,E-Class
Tesla,2010,4.0,Hybrid,Manual,7758,New,42512.32,Model S
Honda,2011,1.4,Hybrid,Automatic,255397,Like New,62796.5,Fit
Toyota,2000,4.4,Electric,Automatic,154509,Used,8818.88,Corolla
Honda,2016,5.7,Petrol,Manual,150657,Like New,77380.1,Fit
Tesla,2015,3.9,Petrol,Manual,140926,Used,14460.92,Model 3
BMW,2010,1.6,Diesel,Manual,183148,Used,42691.34,5 Series
BMW,2012,3.9,Diesel,Automatic,148421,Like New,14843.78,3 Series
Tesla,2017,4.8,Diesel,Automatic,227300,Used,84522.07,Model 3
Mercedes,2010,3.0,Electric,Automatic,152420,Like New,57278.73,E-Class
Audi,2011,5.4,Hybrid,Manual,165368,Like New,70640.74,A4
Audi,2005,4.2,Diesel,Manual,19455,New,69845.31,Q5
Mercedes,2008,5.5,Hybrid,Automatic,209896,Like New,84952.59,C-Class
BMW,2015,4.1,Hybrid,Manual,231897,New,17594.09,3 Series
BMW,2003,1.7,Hybrid,Manual,88552,Like New,67674.17,X5
BMW,2002,2.5,Electric,Manual,40484,Used,59637.74,5 Series
Honda,2015,2.0,Electric,Manual,134476,Like New,7935.23,Accord
BMW,2023,5.5,Electric,Automatic,168332,Used,24135.18,3 Series
Ford,2011,4.8,Electric,Manual,100647,New,30419.3,Explorer
Toyota,2010,4.4,Diesel,Automatic,65642,Used,11892.86,RAV4
BMW,2004,2.5,Petrol,Automatic,211803,Like New,38698.38,X5
Mercedes,2017,1.9,Petrol,Manual,128824,Used,7584.24,GLA
Toyota,2018,4.8,Petrol,Automatic,248914,New,57552.43,Camry
Honda,2022,3.4,Diesel,Automatic,291749,Used,25092.59,Accord
Mercedes,2022,2.1,Petrol,Manual,110879,Used,32265.3,E-Class
Toyota,2005,4.1,Diesel,Automatic,120827,Like New,91494.8,Camry
Mercedes,2021,1.2,Diesel,Automatic,267724,Like New,52767.6,E-Class
Honda,2017,2.6,Diesel,Automatic,267544,Used,30556.32,CR-V
Ford,2005,3.3,Petrol,Automatic,170715,New,61853.87,Mustang
Honda,2003,1.7,Hybrid,Automatic,227257,Used,24158.79,Accord
Honda,2011,5.9,Petrol,Automatic,127319,New,12067.59,Civic
Mercedes,2018,2.0,Petrol,Automatic,106960,New,6986.1,GLA
Tesla,2001,1.7,Electric,Automatic,39015,New,95395.26,Model 3
Audi,2016,2.0,Diesel,Manual,203877,Used,73838.03,Q5
BMW,2010,4.8,Hybrid,Manual,145109,New,80995.07,X5
BMW,2010,3.1,Electric,Manual,262063,Used,98187.18,X3
Ford,2020,3.8,Hybrid,Automatic,88754,New,93504.73,Explorer
Ford,2015,1.1,Hybrid,Automatic,221775,New,75006.75,Explorer
BMW,2001,1.2,Diesel,Automatic,203225,Used,70928.77,5 Series
Audi,2001,3.2,Petrol,Manual,152606,Like New,37000.75,Q7
BMW,2022,5.1,Diesel,Manual,222067,Like New,14881.64,X3
Tesla,2007,5.4,Diesel,Manual,56879,Used,59503.64,Model Y
Audi,2012,1.4,Electric,Automatic,119894,Used,59744.06,Q5
Ford,2009,3.7,Diesel,Manual,65839,Like New,95462.54,Explorer
Toyota,2007,5.6,Petrol,Manual,29756,Like New,47044.23,Prius
Mercedes,2003,2.9,Hybrid,Automatic,143755,Like New,70626.72,C-Class
Tesla,2014,5.1,Diesel,Manual,180557,Used,59622.21,Model X
Tesla,2000,1.7,Hybrid,Automatic,229303,New,21792.22,Model 3
Ford,2010,5.7,Diesel,Manual,149787,Used,61246.11,Explorer
Ford,2006,4.8,Hybrid,Automatic,92943,Like New,56311.09,Focus
Honda,2016,5.7,Diesel,Automatic,218188,New,51921.07,CR-V
Tesla,2019,4.4,Electric,Automatic,148188,Used,53775.18,Model X
Honda,2023,2.8,Hybrid,Automatic,36744,Like New,20578.86,Accord
Honda,2017,5.7,Diesel,Automatic,124697,Used,49030.38,Civic
Mercedes,2021,2.4,Diesel,Manual,116072,New,62537.06,C-Class
Honda,2021,2.7,Electric,Automatic,236028,Like New,51497.67,Fit
Audi,2011,4.5,Electric,Automatic,169123,Used,51425.19,Q5
BMW,2008,4.8,Electric,Automatic,7176,New,12364.18,X3
Toyota,2004,5.6,Hybrid,Automatic,252365,New,23123.54,RAV4
Ford,2009,2.0,Hybrid,Manual,149748,Used,35492.41,Fiesta
Audi,2003,5.0,Electric,Automatic,45177,New,44837.96,A4
Toyota,2004,4.7,Petrol,Manual,110623,Like New,61424.06,Corolla
Tesla,2009,1.3,Petrol,Automatic,997,New,87017.78,Model S
Tesla,2010,2.9,Diesel,Automatic,120179,Used,20120.65,Model Y
Tesla,2020,2.4,Petrol,Manual,247439,Like New,6433.36,Model X
Audi,2023,2.5,Diesel,Manual,120403,New,47677.53,A4
Audi,2009,5.9,Hybrid,Manual,95287,New,46049.78,A4
Ford,2007,4.2,Hybrid,Automatic,119574,Like New,57430.62,Fiesta
BMW,2001,4.6,Petrol,Manual,256463,Like New,84156.07,X5
Honda,2022,5.9,Hybrid,Automatic,121509,New,81224.25,CR-V
Tesla,2007,2.9,Electric,Manual,248505,Like New,14504.11,Model Y
Mercedes,2015,5.0,Electric,Manual,192589,Used,93729.56,E-Class
BMW,2021,3.2,Petrol,Automatic,289531,New,15489.37,5 Series
Mercedes,2004,5.3,Petrol,Manual,4090,Used,65284.2,GLA
Ford,2002,1.9,Diesel,Manual,3743,New,68878.6,Mustang
Ford,2011,5.7,Hybrid,Automatic,30924,Used,69588.36,Fiesta
Ford,2012,2.1,Diesel,Automatic,141268,Used,30208.36,Fiesta
Toyota,2012,2.6,Diesel,Automatic,105312,Like New,36382.78,RAV4
Mercedes,2009,4.8,Electric,Manual,216249,New,57124.3,E-Class
BMW,2003,3.0,Electric,Manual,224090,Like New,23960.81,5 Series
BMW,2008,4.0,Electric,Manual,229602,Like New,6929.49,X3
Audi,2021,3.2,Electric,Manual,103976,New,58403.72,A4
Audi,2023,4.7,Diesel,Manual,155183,Used,49201.46,A3
Tesla,2022,2.1,Electric,Automatic,113566,New,67389.46,Model X
Audi,2001,1.3,Hybrid,Manual,257443,New,18936.55,A3
Ford,2018,2.5,Electric,Automatic,119968,New,84887.86,Focus
BMW,2000,3.4,Electric,Manual,61600,Like New,18891.04,X5
Mercedes,2006,1.8,Electric,Automatic,50022,New,89677.64,GLA
Ford,2016,2.8,Petrol,Manual,134271,New,47704.51,Focus
Toyota,2002,3.0,Hybrid,Manual,123323,New,57231.5,Prius
Audi,2019,1.3,Hybrid,Automatic,186110,Used,90175.23,A3
Ford,2019,3.9,Diesel,Manual,120278,Used,33491.74,Explorer
Ford,2020,5.4,Diesel,Automatic,270041,Used,22273.56,Explorer
Toyota,2002,1.8,Electric,Manual,64541,Used,47346.4,Corolla
Honda,2002,4.0,Petrol,Manual,106968,Like New,28214.89,CR-V
BMW,2016,4.3,Diesel,Automatic,14892,Like New,55145.17,5 Series
Mercedes,2006,3.1,Diesel,Manual,24815,New,31149.5,GLC
Tesla,2013,4.5,Electric,Automatic,278411,Like New,87126.51,Model X
Honda,2016,3.1,Electric,Manual,280412,Used,62695.84,Civic
Audi,2017,3.5,Diesel,Manual,114463,New,5022.86,A3
Ford,2012,1.0,Diesel,Manual,190732,New,81520.0,Fiesta
Toyota,2019,4.5,Hybrid,Manual,196599,Used,36370.17,Prius
Toyota,2019,4.3,Petrol,Manual,194451,Used,35419.76,Camry
BMW,2020,1.2,Hybrid,Manual,172343,Used,41390.97,5 Series
Honda,2017,2.8,Diesel,Manual,138307,Like New,64874.94,Fit
Tesla,2003,5.9,Hybrid,Automatic,88757,New,46995.77,Model S
BMW,2000,3.1,Hybrid,Manual,296753,Used,64720.38,3 Series
Ford,2017,3.5,Diesel,Manual,254200,New,18944.17,Fiesta
BMW,2000,5.5,Electric,Manual,23645,New,97165.62,5 Series
Mercedes,2012,4.6,Diesel,Automatic,195630,Like New,74312.6,GLC
Toyota,2019,3.9,Electric,Automatic,154473,New,28769.68,Prius
Toyota,2019,5.0,Diesel,Manual,269915,Used,73796.14,Camry
Audi,2022,5.3,Diesel,Manual,151460,Used,59627.42,Q5
Audi,2009,3.3,Diesel,Manual,83251,New,15372.95,A3
Tesla,2010,3.4,Petrol,Automatic,57042,New,21928.66,Model 3
Ford,2008,2.9,Electric,Manual,196945,Like New,8924.27,Fiesta
Mercedes,2008,5.8,Petrol,Automatic,47024,Used,81877.62,GLC
Honda,2004,4.5,Diesel,Manual,154522,Used,57411.95,CR-V
BMW,2000,1.4,Hybrid,Automatic,56965,New,35091.12,X3
Tesla,2016,5.3,Petrol,Automatic,272201,New,17002.77,Model X
Ford,2021,3.4,Electric,Manual,224321,New,50984.36,Fiesta
Audi,2001,1.3,Diesel,Manual,271127,Used,54899.83,A4
BMW,2023,3.7,Petrol,Manual,19995,New,71685.11,3 Series
Audi,2012,3.1,Hybrid,Manual,114587,Like New,97144.03,Q5
BMW,2008,5.4,Petrol,Manual,233076,Like New,46319.83,X5
Honda,2003,2.0,Electric,Manual,222700,New,43573.25,Accord
Ford,2004,5.1,Petrol,Manual,38886,Like New,40143.35,Focus
BMW,2010,3.8,Hybrid,Automatic,95149,Like New,83557.77,X3
Mercedes,2023,1.3,Hybrid,Manual,94020,Like New,19850.14,C-Class
Tesla,2018,5.9,Electric,Manual,2673,Like New,37662.23,Model Y
Toyota,2020,3.6,Hybrid,Automatic,23466,Like New,73872.23,Corolla
Mercedes,2002,2.5,Diesel,Manual,237626,Used,6491.02,GLA
Mercedes,2011,3.3,Hybrid,Manual,50406,New,32491.17,C-Class
Tesla,2018,5.3,Diesel,Manual,69284,Like New,65937.48,Model X
Toyota,2018,2.5,Petrol,Manual,235718,New,22665.45,Corolla
Mercedes,2012,2.0,Diesel,Automatic,13665,Like New,33757.5,GLC
BMW,2006,1.6,Diesel,Automatic,20641,Used,51174.28,X3
BMW,2014,2.5,Petrol,Manual,35797,Used,45092.24,X5
BMW,2022,4.9,Hybrid,Manual,215838,Like New,15072.58,5 Series
Toyota,2006,3.4,Diesel,Automatic,102339,Like New,94132.36,RAV4
Mercedes,2007,2.1,Hybrid,Manual,113431,Like New,9207.81,C-Class
Toyota,2004,1.8,Petrol,Automatic,232275,Used,76225.56,Prius
BMW,2020,2.7,Electric,Automatic,283317,Used,11785.16,X3
Tesla,2013,5.7,Hybrid,Automatic,144294,New,49393.1,Model X
Mercedes,2003,2.7,Hybrid,Manual,181136,Used,21664.07,C-Class
Mercedes,2022,5.9,Electric,Manual,168082,Like New,18404.29,GLA
Audi,2009,3.4,Electric,Manual,253301,New,16960.31,Q5
Audi,2019,1.9,Petrol,Automatic,18095,Used,48014.73,A3
Honda,2014,5.5,Hybrid,Manual,123554,Used,53971.07,Accord
Ford,2017,3.3,Hybrid,Manual,234989,Like New,17671.53,Explorer
Audi,2019,4.5,Petrol,Automatic,89023,New,98042.59,Q7
Toyota,2012,5.9,Hybrid,Manual,107181,Used,29487.76,Corolla
Audi,2007,1.3,Diesel,Manual,222310,Used,48589.93,A3
Honda,2008,1.5,Diesel,Manual,282744,Like New,25545.61,CR-V
Mercedes,2015,4.6,Diesel,Automatic,264610,New,51922.65,GLA
Honda,2018,2.4,Hybrid,Manual,256349,New,76821.58,Civic
Mercedes,2015,1.9,Diesel,Automatic,176169,New,54504.69,E-Class
Tesla,2006,1.2,Diesel,Automatic,53276,New,32136.64,Model X
Tesla,2013,1.1,Petrol,Automatic,269072,Like New,28597.68,Model 3
Mercedes,2013,4.9,Petrol,Manual,205719,Used,77098.77,C-Class
Ford,2003,1.7,Electric,Manual,171960,Used,16232.63,Explorer
Audi,2014,3.3,Electric,Manual,226097,New,40146.82,Q7
Toyota,2002,4.0,Electric,Automatic,174904,New,19390.86,Prius
Toyota,2004,3.1,Electric,Automatic,116196,New,29507.7,Camry
BMW,2000,1.1,Petrol,Manual,9404,Used,19504.91,X5
Mercedes,2002,4.9,Petrol,Automatic,209190,Used,89243.39,E-Class
Toyota,2014,1.1,Petrol,Manual,113187,New,74530.9,Prius
Ford,2023,4.8,Diesel,Manual,27684,Like New,58288.09,Fiesta
Mercedes,2007,5.5,Diesel,Manual,68591,Used,26320.4,GLA
Ford,2003,3.2,Electric,Manual,208794,Used,53471.55,Fiesta
Toyota,2001,3.7,Diesel,Manual,264826,New,54479.15,RAV4
Toyota,2023,3.4,Hybrid,Manual,111186,Like New,61088.35,Corolla
BMW,2023,2.9,Petrol,Manual,243181,New,10708.09,3 Series
Toyota,2009,5.4,Electric,Automatic,21832,New,97425.69,Prius
Mercedes,2003,5.5,Electric,Manual,16997,Like New,49216.7,GLC
Tesla,2002,2.7,Hybrid,Automatic,296784,Like New,93020.52,Model Y
Mercedes,2001,4.1,Diesel,Automatic,40491,Like New,5931.77,E-Class
Mercedes,2016,5.6,Electric,Manual,63043,Used,28518.05,E-Class
BMW,2022,5.8,Diesel,Automatic,128568,New,14879.58,3 Series
BMW,2020,3.5,Diesel,Automatic,72725,Used,78113.54,3 Series
Toyota,2023,3.3,Hybrid,Automatic,128131,Like New,35411.88,RAV4
Honda,2019,2.4,Electric,Manual,45520,Used,84846.79,Fit
Honda,2022,5.8,Diesel,Manual,109869,Like New,84076.61,Civic
BMW,2012,1.7,Diesel,Manual,64442,Like New,68440.51,5 Series
Toyota,2004,3.9,Hybrid,Manual,261025,New,68249.27,Camry
Honda,2020,2.4,Hybrid,Manual,152842,New,71515.17,CR-V
Toyota,2008,2.4,Diesel,Automatic,178570,New,69007.56,Corolla
Toyota,2021,3.0,Hybrid,Automatic,123447,Used,41756.29,RAV4
Toyota,2005,6.0,Diesel,Manual,61477,New,69868.63,Corolla
Audi,2004,1.3,Electric,Automatic,244,Like New,90253.66,Q7
Mercedes,2009,3.9,Petrol,Automatic,177561,New,36594.48,GLA
Toyota,2007,1.4,Hybrid,Automatic,290534,Used,94764.46,Camry
Audi,2006,1.8,Petrol,Automatic,10247,New,6290.25,Q7
BMW,2006,3.2,Diesel,Manual,200123,New,38162.84,3 Series
Honda,2005,3.6,Diesel,Manual,190791,New,17549.35,Accord
Mercedes,2020,2.3,Diesel,Manual,207358,Used,17028.88,GLA
Tesla,2019,2.6,Petrol,Automatic,291727,Like New,82465.8,Model S
Honda,2002,1.4,Diesel,Automatic,139148,Like New,92244.99,Accord
Mercedes,2018,2.5,Hybrid,Manual,146123,Like New,78887.03,E-Class
Tesla,2021,5.8,Electric,Manual,28670,New,97778.49,Model Y
Honda,2014,5.7,Electric,Automatic,10236,New,25551.25,Civic
Mercedes,2003,2.7,Hybrid,Manual,35568,Used,18375.99,E-Class
Honda,2011,3.9,Electric,Manual,107327,Like New,54466.86,Accord
Honda,2005,5.5,Petrol,Automatic,255745,New,83758.57,Fit
Tesla,2018,1.0,Diesel,Automatic,278496,New,8784.71,Model Y
Honda,2003,5.1,Diesel,Manual,125721,New,99578.74,CR-V
Honda,2014,5.7,Diesel,Automatic,259291,Used,62213.36,CR-V
Tesla,2008,1.5,Petrol,Manual,156228,Like New,97999.47,Model 3
BMW,2004,1.8,Petrol,Automatic,55904,Used,39682.76,X3
Toyota,2012,5.8,Petrol,Automatic,278252,Like New,48512.26,Camry
Ford,2022,3.7,Hybrid,Manual,264997,Like New,76474.34,Fiesta
Audi,2017,1.1,Petrol,Automatic,266320,New,80306.54,A4
Ford,2004,2.3,Electric,Manual,100459,New,27138.14,Explorer
Ford,2015,3.2,Hybrid,Automatic,185922,New,93331.1,Mustang
Mercedes,2018,4.5,Hybrid,Manual,137901,New,87405.2,E-Class
Toyota,2013,4.7,Hybrid,Automatic,123225,New,6729.5,RAV4
Mercedes,2015,6.0,Petrol,Automatic,235847,Like New,17213.97,GLA
Toyota,2014,2.4,Hybrid,Manual,221738,New,52129.23,Corolla
Tesla,2021,3.7,Petrol,Automatic,110893,New,48790.77,Model S
Tesla,2003,3.7,Petrol,Manual,242726,Used,72297.13,Model X
Toyota,2006,3.0,Hybrid,Automatic,196914,Used,13522.58,Camry
Honda,2015,1.8,Diesel,Automatic,181880,Like New,66261.25,Civic
BMW,2023,5.9,Diesel,Manual,6611,Like New,63555.14,3 Series
Honda,2021,5.3,Hybrid,Automatic,247524,Used,27193.86,CR-V
BMW,2020,3.5,Diesel,Automatic,295187,Used,56527.43,X3
Mercedes,2021,4.0,Electric,Manual,136343,New,26109.68,E-Class
BMW,2020,2.1,Electric,Automatic,190191,New,18957.69,X3
Mercedes,2007,3.7,Petrol,Manual,142645,Like New,59447.82,GLA
Tesla,2016,4.5,Diesel,Manual,152481,Used,97860.06,Model Y
Ford,2015,3.6,Electric,Manual,286608,Like New,27508.67,Mustang
Tesla,2022,6.0,Hybrid,Automatic,249220,New,38756.93,Model 3
Tesla,2009,4.1,Diesel,Automatic,118523,Like New,29374.46,Model 3
Ford,2009,2.9,Electric,Manual,20662,Like New,30313.68,Explorer
